ID,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
16253,36,TRANSFER,636,C1819371332,636,0,C59681246,0,0,1
16254,153,CASH_OUT,216562.16,C1223814459,11609,0,C1396127934,0,216562.16,0
16255,184,CASH_OUT,327394.14,C124786047,238,0,C1410984283,41255.77,368649.9,0
16256,178,CASH_OUT,192911.93,C2132438545,247070,54158.07,C2029386289,26288.67,219200.6,0
16257,516,TRANSFER,2625132.51,C1656607369,2625132.51,0,C391839907,0,0,1
16258,375,CASH_IN,50177.87,C1637855277,300817.4,350995.28,C1595601589,5031038.25,4980860.38,0
16259,160,TRANSFER,11385,C865731380,11385,0,C1544602666,0,0,1
16260,11,CASH_OUT,229380.92,C556713396,0,0,C451008973,408245.58,1037557.73,0
16261,100,CASH_OUT,54994.1,C1437857188,54994.1,0,C271249913,14941.39,69935.49,1
16262,425,CASH_OUT,10000000,C749563037,10000000,0,C606914329,0,10000000,1
16263,720,TRANSFER,40075.02,C1996558397,40075.02,0,C2122089181,0,0,1
16264,134,PAYMENT,31560.47,C633001915,0,0,M1063727878,0,0,0
16265,282,CASH_OUT,1709224.02,C1858035274,1709224.02,0,C915489737,58103.22,1767327.24,1
16266,372,CASH_OUT,166520.84,C1470932196,747,0,C1521931081,0,166520.84,0
16267,213,CASH_OUT,18354.54,C518783116,0,0,C751070371,108860.78,127215.33,0
16268,169,CASH_OUT,286306.33,C1512944654,286306.33,0,C1478839564,1617120.72,1903427.05,1
16269,157,CASH_OUT,49643.74,C664101168,728,0,C17162153,0,49643.74,0
16270,46,PAYMENT,11919.65,C677632245,117113.23,105193.58,M1622123001,0,0,0
16271,129,CASH_OUT,617668.37,C426002729,617668.37,0,C1313381818,108637.75,975065.21,1
16272,257,PAYMENT,16331.76,C424631444,184,0,M1712828015,0,0,0
16273,289,TRANSFER,602807.17,C500424911,602807.17,0,C2014202347,0,0,1
16274,165,TRANSFER,798007.45,C166998225,798007.45,0,C1222965413,0,0,1
16275,677,TRANSFER,1136374.62,C964435402,1136374.62,0,C9599628,0,0,1
16276,400,TRANSFER,460689.45,C1590287845,460689.45,0,C1509813077,0,0,1
16277,325,CASH_IN,366782.83,C1728552016,1699553.18,2066336.01,C21007601,468058.03,101275.21,0
16278,64,CASH_OUT,841052.98,C1776675634,841052.98,0,C1757751807,0,841052.98,1
16279,143,CASH_OUT,155854.37,C1717994477,155854.37,0,C1484687714,318930.35,474784.71,1
16280,19,TRANSFER,1861008.32,C1990303942,1861008.32,0,C1308678191,0,0,1
16281,544,CASH_OUT,120207.69,C1538117881,48511.2,0,C1420393573,394782.56,514990.25,0
16282,283,CASH_OUT,295463.95,C1267501387,0,0,C471290625,572960.81,868424.75,0
16283,317,CASH_OUT,487276.8,C731475693,487276.8,0,C1413151160,0,487276.8,1
16284,58,CASH_OUT,378688.65,C851631639,378688.65,0,C1573752300,0,378688.65,1
16285,155,TRANSFER,49372.94,C1918133252,49372.94,0,C214058020,0,0,1
16286,724,CASH_OUT,309488.9,C2064051443,309488.9,0,C782792546,924407.13,1233896.04,1
16287,436,TRANSFER,1532229.72,C338287923,1532229.72,0,C522956447,0,0,1
16288,63,TRANSFER,1693962.01,C279016627,1693962.01,0,C234112724,0,0,1
16289,203,TRANSFER,538298.68,C990510137,0,0,C513256578,2219460.88,2757759.56,0
16290,38,PAYMENT,3749.73,C717039322,395921.94,392172.21,M1417664463,0,0,0
16291,583,CASH_OUT,2149658.47,C538317086,2149658.47,0,C1665512792,0,2149658.47,1
16292,137,CASH_OUT,299714.59,C705568885,270812,0,C287096017,39388.33,339102.92,0
16293,398,TRANSFER,2668329.23,C469108720,94756.87,0,C475335041,3276177.13,5944506.36,0
16294,501,TRANSFER,534470.98,C151499440,534470.98,0,C870411715,0,0,1
16295,303,CASH_OUT,151142.99,C2051637793,0,0,C1542968487,299433.25,450576.24,0
16296,13,CASH_OUT,408,C1894004688,408,0,C1293978242,898297.85,1075854.14,1
16297,185,TRANSFER,489111.71,C725816726,489111.71,0,C347075851,0,0,1
16298,225,TRANSFER,235075.62,C755720806,235075.62,0,C1423370545,0,0,1
16299,742,TRANSFER,1819543.69,C2089752665,1819543.69,0,C112833674,0,0,1
16300,324,TRANSFER,192785.73,C1369226711,803998.64,611212.91,C1187402783,1751196.43,1943982.17,0
16301,253,CASH_OUT,135490.14,C786198857,0,0,C11947658,367624.52,503114.66,0
16302,107,TRANSFER,204675.48,C399361899,204675.48,0,C1430251334,0,0,1
16303,650,CASH_OUT,50523.78,C1711085884,50523.78,0,C1148781766,0,50523.78,1
16304,189,CASH_OUT,54228.77,C704835657,18513,0,C1617324668,319606.3,373835.07,0
16305,37,CASH_IN,11899.69,C707684063,51067,62966.69,C667558937,6597311.55,6585411.86,0
16306,150,TRANSFER,119454.86,C1944439526,119454.86,0,C525813177,0,0,1
16307,186,PAYMENT,8110.48,C1066622421,123448.48,115338,M264014051,0,0,0
16308,372,CASH_OUT,453668.08,C681680322,0,0,C1116223721,1337775.21,1791443.29,0
16309,392,CASH_OUT,542393.87,C542918191,542393.87,0,C308665195,0,542393.87,1
16310,212,CASH_OUT,10000000,C1251439451,10000000,0,C290459952,0,10000000,1
16311,156,TRANSFER,254167.15,C514076656,254167.15,0,C1340029873,0,0,1
16312,10,CASH_OUT,99385.09,C1814812139,0,0,C1580998266,1506209.55,2612715.61,0
16313,260,CASH_OUT,132302.72,C53520551,0,0,C2147379200,687740.95,820043.67,0
16314,162,TRANSFER,374985.84,C1969327696,0,0,C1771970441,406794.51,781780.35,0
16315,580,TRANSFER,835770.84,C561189362,835770.84,0,C1608195896,0,0,1
16316,399,CASH_OUT,195092.32,C66681012,0,0,C988859771,1393630.39,1588722.71,0
16317,424,CASH_OUT,1058602.68,C1287511986,1058602.68,0,C532433222,628385.94,1686988.62,1
16318,654,CASH_OUT,114627.08,C857672087,114627.08,0,C1387515555,0,114627.08,1
16319,332,TRANSFER,19226.25,C56751982,19226.25,0,C2138523923,0,0,1
16320,438,CASH_OUT,60274.87,C1411378743,60274.87,0,C1045414794,7246746.56,7307021.43,1
16321,425,CASH_OUT,10000000,C792080060,10000000,0,C2030266969,0,10000000,1
16322,582,CASH_OUT,6106149.52,C62391457,6106149.52,0,C1290160681,2003487.05,8109636.57,1
16323,226,CASH_OUT,88165.82,C178738928,0,0,C249139572,274493.6,362659.42,0
16324,351,CASH_IN,55325.26,C992190820,1263768.01,1319093.27,C1274326779,1102692.21,1047366.95,0
16325,250,CASH_OUT,172146.16,C1462360496,8075,0,C1800269430,18835.37,190981.53,0
16326,201,CASH_OUT,50452.11,C642619765,0,0,C1087178068,185258.07,235710.18,0
16327,324,CASH_OUT,15988.82,C145674505,77,0,C1686263557,181583.48,197572.29,0
16328,96,PAYMENT,9703.24,C897583540,0,0,M411518376,0,0,0
16329,588,CASH_OUT,164613.59,C586695893,268143.34,103529.75,C163063976,741848.6,906462.19,0
16330,256,CASH_OUT,74059.66,C595445908,33702,0,C277189848,838181.21,912240.88,0
16331,196,TRANSFER,553399.25,C1967632347,553399.25,0,C1971557254,0,0,1
16332,451,PAYMENT,32770.91,C1505310685,137759.72,104988.81,M1485357845,0,0,0
16333,86,CASH_OUT,21829.31,C1952555964,21829.31,0,C1702948277,357009.54,378838.85,1
16334,680,CASH_OUT,2254417.02,C1037004570,2254417.02,0,C2017288249,592897.44,2847314.47,1
16335,601,TRANSFER,98099.07,C1586252817,98099.07,0,C423322656,0,0,1
16336,308,PAYMENT,16707.59,C1714109378,0,0,M929542067,0,0,0
16337,135,CASH_IN,640180.26,C1864103986,11086,651266.26,C227445445,217318.78,0,0
16338,402,CASH_IN,75513.72,C855635320,13477,88990.72,C1020175444,0,0,0
16339,252,CASH_OUT,81380.7,C1053341825,6047,0,C1614426036,1712545.06,1793925.76,0
16340,205,CASH_OUT,216179.15,C1482534686,216179.15,0,C1784137006,280881.31,497060.46,1
16341,36,PAYMENT,26171.24,C207036033,204098.44,177927.2,M1025125292,0,0,0
16342,741,CASH_OUT,10000000,C1668034607,10000000,0,C1250722530,192912.98,10192912.98,1
16343,231,CASH_OUT,111797.9,C727185035,0,0,C595853733,178637.05,290434.95,0
16344,324,TRANSFER,609694.79,C1311742115,11443,0,C1978507873,2425363.17,3035057.96,0
16345,259,TRANSFER,247082.31,C2053374969,0,0,C2008714640,343950.21,591032.52,0
16346,307,PAYMENT,8364.76,C937944936,2535,0,M1786734906,0,0,0
16347,633,CASH_OUT,75480.15,C1211718725,75480.15,0,C1538735,0,75480.15,1
16348,494,TRANSFER,3642569.29,C964891508,3642569.29,0,C262568847,0,0,1
16349,155,TRANSFER,669715.64,C1458685170,0,0,C2073475956,2187730.81,2857446.45,0
16350,356,PAYMENT,3685.14,C490693949,0,0,M2083624069,0,0,0
16351,235,TRANSFER,28694.22,C631427478,10939,0,C1248260994,296646.51,325340.73,0
16352,159,PAYMENT,7477.1,C1770222092,147391.49,139914.39,M78093453,0,0,0
16353,350,CASH_IN,99673.65,C122090318,1243254.18,1342927.84,C921576601,547533.18,447859.52,0
16354,632,CASH_OUT,480404.03,C6427083,480404.03,0,C1751510346,40564.78,520968.81,1
16355,22,CASH_OUT,320647.09,C33345098,0,0,C1597935513,528497.96,849145.05,0
16356,140,TRANSFER,325550.3,C1912814418,0,0,C232515442,700504.37,1026054.67,0
16357,710,TRANSFER,10000000,C1004068843,27418265.31,17418265.31,C2116384638,0,0,1
16358,436,TRANSFER,4135944.29,C1964768315,4135944.29,0,C205094205,0,0,1
16359,402,CASH_IN,189915.24,C1836945986,2895551.65,3085466.89,C18148037,925385.21,735469.97,0
16360,593,TRANSFER,272776.59,C1010536295,272776.59,0,C468476477,0,0,1
16361,358,PAYMENT,9585.77,C256132110,93234.05,83648.28,M1140331422,0,0,0
16362,380,CASH_OUT,799797.88,C708298285,799797.88,0,C130302378,4381942.46,5181740.34,1
16363,226,TRANSFER,75496.47,C1716827598,0,0,C2145239465,185589.94,261086.41,0
16364,177,TRANSFER,158000.29,C543731101,158000.29,0,C1586760736,0,0,1
16365,623,TRANSFER,67128.33,C499091192,67128.33,0,C871329563,0,0,1
16366,400,CASH_OUT,68714.55,C1359491330,39929,0,C1810389986,6143852.39,6212566.94,0
16367,40,CASH_OUT,390340.41,C1595897954,0,0,C1912269408,624455.49,1014795.9,0
16368,202,PAYMENT,2396.37,C359872818,0,0,M1339496486,0,0,0
16369,178,CASH_OUT,2222008.27,C462145857,2222008.27,0,C2101247370,167293.11,2389301.38,1
16370,131,PAYMENT,30049.09,C525078118,0,0,M1601826005,0,0,0
16371,349,TRANSFER,319974.69,C1581587658,319974.69,0,C1897617923,0,0,1
16372,9,CASH_OUT,212269.24,C454873795,0,0,C699026377,2229622.03,2441891.27,0
16373,254,CASH_OUT,114337.17,C1856593943,53861,0,C1293498349,0,114337.17,0
16374,64,CASH_OUT,17051.69,C1032527042,17051.69,0,C317596259,289129.2,306180.89,1
16375,374,PAYMENT,36665.91,C1600417503,11876,0,M515391987,0,0,0
16376,260,CASH_OUT,10000000,C1278796725,10000000,0,C417213297,0,10000000,1
16377,219,CASH_OUT,1128131.99,C1399376501,1128131.99,0,C114022304,164146.1,1292278.09,1
16378,306,CASH_OUT,67160.21,C1743354008,204,0,C1945406258,22675.88,89836.09,0
16379,40,PAYMENT,16024.41,C754418010,12974,0,M1905136114,0,0,0
16380,279,CASH_OUT,122168.76,C1015028171,340,0,C1393316982,311760.89,433929.65,0
16381,138,CASH_OUT,328027.74,C70948887,0,0,C1694731420,523504.33,851532.06,0
16382,55,TRANSFER,854550.85,C723006620,854550.85,0,C240791931,0,0,1
16383,134,CASH_IN,116981.43,C733318319,16109,133090.43,C1629163599,584198.31,467216.89,0
16384,184,CASH_IN,295552.46,C1136380107,50027,345579.46,C1444154831,0,0,0
16385,104,TRANSFER,655294.3,C935429105,655294.3,0,C1630335689,0,0,1
16386,299,TRANSFER,1199278.67,C998682336,736,0,C2096829805,482211.08,1681489.75,0
16387,354,CASH_OUT,245180.95,C689305532,0,0,C978498859,908045.89,1153226.84,0
16388,277,CASH_OUT,43072.62,C667407480,57870,14797.38,C336345100,475572.3,518644.92,0
16389,387,CASH_OUT,18028.13,C585977298,18028.13,0,C1949246780,4514680.27,4532708.4,1
16390,729,TRANSFER,1102951.39,C871824170,1102951.39,0,C948778919,0,0,1
16391,549,CASH_OUT,1057053.6,C2060205709,1057053.6,0,C1377648519,0,1057053.6,1
16392,427,CASH_OUT,1171751.17,C711131179,1171751.17,0,C1501386709,0,1171751.17,1
16393,254,PAYMENT,17855.05,C247663791,0,0,M495657764,0,0,0
16394,374,CASH_OUT,327665.58,C1291890778,69620,0,C908786355,1186110.6,1513776.18,0
16395,74,TRANSFER,74177.92,C1294027751,74177.92,0,C1027008059,0,0,1
16396,333,PAYMENT,4123.03,C2033535555,68067.69,63944.66,M131063328,0,0,0
16397,43,CASH_IN,60608.83,C1521105274,516016.7,576625.53,C1492674892,1175381.58,1114772.75,0
16398,281,CASH_IN,310041.76,C1160334111,6030,316071.76,C527589737,0,0,0
16399,276,CASH_OUT,164069.36,C1166498815,1946,0,C1025480402,0,164069.36,0
16400,358,PAYMENT,21516.98,C134110513,51292,29775.02,M1782638131,0,0,0
16401,69,CASH_OUT,175328.85,C215072412,175328.85,0,C386798101,110129.95,285458.8,1
16402,134,CASH_IN,89745.49,C752567705,8739964.92,8829710.41,C45850009,266356.25,176610.76,0
16403,186,CASH_OUT,239178.72,C786748257,0,0,C1423121828,7577209.13,7955388.54,0
16404,129,PAYMENT,7952.77,C2059566942,21832,13879.23,M633855861,0,0,0
16405,427,CASH_OUT,225324.05,C2146300085,225324.05,0,C120557331,9125.63,234449.67,1
16406,301,TRANSFER,544301.1,C1991346882,0,0,C1173742411,714792.46,1259093.56,0
16407,38,CASH_OUT,84538.84,C200157247,10158,0,C282883423,6828.72,91367.56,0
16408,372,PAYMENT,12156.28,C1779041254,6389,0,M1719938290,0,0,0
16409,737,TRANSFER,946705.53,C1524194171,946705.53,0,C357888969,0,0,1
16410,308,CASH_IN,50322.96,C1582936571,3866248.86,3916571.82,C1871333841,3257501.34,3207178.38,0
16411,214,TRANSFER,116419.58,C1730910853,116419.58,0,C2126645098,0,0,1
16412,671,TRANSFER,3441041.46,C917414431,3441041.46,3441041.46,C1082139865,0,0,1
16413,579,CASH_OUT,1540624.7,C1904414737,1540624.7,0,C2037994906,78012.35,1618637.05,1
16414,399,CASH_OUT,65004.11,C332391984,51687,0,C1991872976,0,65004.11,0
16415,18,PAYMENT,26344.06,C2030871795,0,0,M984499080,0,0,0
16416,307,CASH_IN,143846.77,C250310029,8889476.35,9033323.12,C1243726016,649219.14,505372.37,0
16417,249,PAYMENT,12356.91,C124443638,0,0,M1215296283,0,0,0
16418,32,CASH_OUT,2023920.09,C706467919,2023920.09,0,C338077337,1530400.88,3554320.97,1
16419,332,PAYMENT,13702.21,C2146061062,0,0,M2101317263,0,0,0
16420,365,TRANSFER,916644.03,C1640343789,916644.03,0,C1989263119,0,0,1
16421,227,CASH_OUT,159900.12,C1709857361,4503,0,C1353684774,1554490.01,1714390.13,0
16422,303,TRANSFER,380959.72,C833748703,0,0,C1921651287,11643244.87,12024204.59,0
16423,165,PAYMENT,19994.44,C581671982,547.89,0,M2049664225,0,0,0
16424,402,PAYMENT,11927.88,C2073360217,2845,0,M478814929,0,0,0
16425,191,TRANSFER,1895158.63,C187003586,1895158.63,0,C825722694,0,0,1
16426,20,CASH_OUT,41127.89,C21167288,35152,0,C1441991436,5039.93,46167.82,0
16427,317,CASH_OUT,241337.83,C1512619992,241337.83,0,C671135114,1170157.34,1411495.17,1
16428,542,PAYMENT,16918.68,C1139386738,4416,0,M2106910485,0,0,0
16429,490,CASH_OUT,263336.88,C527491120,45692,0,C1502090908,0,263336.88,0
16430,13,TRANSFER,4022667.54,C735463888,4022667.54,0,C1548348754,0,0,1
16431,343,CASH_OUT,101013.32,C220889953,101013.32,0,C463938761,0,101013.32,1
16432,330,CASH_OUT,167594.53,C2127588835,10516,0,C1967701509,42575.43,210169.96,0
16433,613,TRANSFER,2155569.91,C1429181782,2155569.91,0,C1486162037,0,0,1
16434,402,CASH_IN,70815.55,C792070064,1564257.77,1635073.32,C296195068,431556.39,360740.84,0
16435,43,CASH_OUT,196569.92,C1835358932,10731,0,C1327279323,121814.18,318384.1,0
16436,208,CASH_OUT,291519.84,C485214392,0,0,C1138105020,0,291519.84,1
16437,697,CASH_OUT,620791.47,C47005930,620791.47,0,C2048724307,1409463.69,2030255.17,1
16438,9,PAYMENT,13356.88,C2041092744,0,0,M791320413,0,0,0
16439,17,CASH_IN,433350.55,C1331263349,277000.62,710351.17,C2094671894,0,0,0
16440,381,PAYMENT,7100.11,C1376678123,12001,4900.89,M888052811,0,0,0
16441,170,TRANSFER,147649.37,C220889804,147649.37,0,C1303263986,0,0,1
16442,163,CASH_OUT,163294.35,C1921431894,163294.35,0,C1280060028,234212.42,397506.77,1
16443,214,TRANSFER,2485467.28,C498171092,2485467.28,0,C1522527202,0,0,1
16444,279,PAYMENT,706.14,C2037277031,0,0,M695610818,0,0,0
16445,403,PAYMENT,13425.54,C350359985,20418,6992.46,M769191250,0,0,0
16446,350,TRANSFER,2728625.68,C2079148298,2728625.68,0,C807091049,0,0,1
16447,687,PAYMENT,25498.4,C335618273,426549.93,401051.53,M631402124,0,0,0
16448,396,CASH_OUT,84392.67,C330504795,0,0,C1296205120,191973.36,276366.03,0
16449,518,TRANSFER,1165187.89,C199518027,1165187.89,0,C519508909,0,0,1
16450,492,CASH_OUT,162192.78,C1133500128,162192.78,0,C1665056886,0,162192.78,1
16451,283,CASH_OUT,185348.88,C1332370240,102023,0,C444362804,835654.94,1021003.82,0
16452,571,PAYMENT,7056.1,C319818494,33071,26014.9,M590229264,0,0,0
16453,95,TRANSFER,33676.59,C732111322,33676.59,0,C1140210295,0,0,1
16454,743,CASH_OUT,850002.52,C1280323807,850002.52,0,C873221189,6510099.11,7360101.63,1
16455,418,CASH_OUT,892376.71,C1724722512,892376.71,0,C861479607,31730514.36,32622891.07,1
16456,597,CASH_OUT,78871.48,C302151697,0,0,C371917971,11649573.69,11728445.17,0
16457,594,CASH_IN,224082.47,C1629553273,4708724.92,4932807.39,C1911645398,1052912.38,828829.91,0
16458,376,CASH_OUT,100110.53,C172967382,47260,0,C1408773941,4422095.46,4522205.99,0
16459,283,CASH_OUT,341909.99,C24464197,50429.62,0,C298878313,4519293.33,4861203.32,0
16460,664,TRANSFER,5652739.69,C1605555935,5652739.69,0,C348655001,0,0,1
16461,229,TRANSFER,206710.46,C1901269690,285,0,C105812665,2065017.4,2271727.86,0
16462,556,TRANSFER,544352.53,C1346698733,544352.53,0,C302377152,0,0,1
16463,46,PAYMENT,12629.38,C1924948286,100994,88364.62,M89934623,0,0,0
16464,234,CASH_OUT,188032.59,C1733680764,0,0,C252711346,624712.91,812745.5,0
16465,41,PAYMENT,7582.89,C1925203075,0,0,M1598225407,0,0,0
16466,689,TRANSFER,276253.24,C1540529421,276253.24,0,C1828289501,0,0,1
16467,238,CASH_OUT,10000000,C1723333662,10000000,0,C1093911640,261802.02,10261802.02,1
16468,547,CASH_OUT,274012.13,C1272020711,103127,0,C1651510504,333739.03,607751.16,0
16469,203,CASH_OUT,183823.7,C1519912426,102686,0,C465144189,981548.74,1165372.44,0
16470,129,PAYMENT,12508.09,C2146205019,0,0,M2105045583,0,0,0
16471,738,TRANSFER,114490.39,C983453370,114490.39,0,C1060799549,0,0,1
16472,203,CASH_OUT,466580.69,C1820999886,466580.69,0,C838394568,775534.24,1242114.93,1
16473,122,CASH_OUT,91637.51,C1556025752,91637.51,0,C1407010141,7336697.67,7428335.18,1
16474,540,PAYMENT,9312.16,C834009088,4917.98,0,M2086990294,0,0,0
16475,208,CASH_OUT,4815187.09,C2087122635,4815187.09,0,C73237279,370304.5,5185491.59,1
16476,500,CASH_OUT,4843.63,C599910642,0,0,C1862746484,1431119.19,1435962.82,0
16477,229,CASH_IN,69720.18,C696208995,4706452.31,4776172.49,C1283262060,7932801.96,7863081.78,0
16478,166,CASH_OUT,57612.38,C1589764841,38948,0,C1698152828,238958.29,296570.67,0
16479,236,CASH_OUT,82249.1,C116723767,25660.43,0,C685411831,180117.82,262366.93,0
16480,34,CASH_OUT,71693.42,C1845753498,71693.42,0,C967051629,0,71693.42,1
16481,300,CASH_OUT,97663.7,C939419610,6753,0,C1981192538,206653.98,304317.68,0
16482,709,CASH_OUT,242296.17,C657317205,242296.17,0,C144113427,0,242296.17,1
16483,9,PAYMENT,34106.01,C1957360462,10339,0,M2100849641,0,0,0
16484,663,TRANSFER,25472.32,C884847984,25472.32,0,C1136166094,0,0,1
16485,456,CASH_OUT,448266.86,C978638319,448266.86,0,C1081325178,47028.83,495295.7,1
16486,164,PAYMENT,11559.5,C2032163296,69827,58267.5,M1155574383,0,0,0
16487,186,CASH_OUT,356314.31,C1607037751,421459.39,65145.08,C155576074,3535142.84,3891457.15,0
16488,558,TRANSFER,889.76,C434935992,889.76,0,C1007799922,0,0,1
16489,324,CASH_OUT,330688.86,C219199793,1009,0,C357340424,130558.08,461246.94,0
16490,59,CASH_OUT,44733.5,C1363437677,44733.5,0,C1445811732,2534461.11,2579194.61,1
16491,698,TRANSFER,748726.81,C598739398,748726.81,0,C2062724919,0,0,1
16492,233,CASH_IN,32363.42,C959524491,5084,37447.42,C25969356,1241598.54,1209235.13,0
16493,743,CASH_OUT,1258818.82,C1436118706,1258818.82,0,C1240760502,503464.5,1762283.33,1
16494,402,CASH_IN,90228.52,C11092914,24973300.86,25063529.38,C36854537,2752503.7,2662275.18,0
16495,140,PAYMENT,5357.81,C726419297,49189,43831.19,M427511723,0,0,0
16496,491,TRANSFER,1122827.94,C1898490203,1122827.94,0,C228352671,0,0,1
16497,130,PAYMENT,7423.04,C2073529605,0,0,M680254816,0,0,0
16498,236,PAYMENT,5989.25,C2129359083,149,0,M1510647780,0,0,0
16499,255,PAYMENT,13323.04,C623652734,479571,466247.96,M1971156372,0,0,0
16500,531,TRANSFER,29637.03,C1722830841,29637.03,0,C394038835,0,0,1
16501,714,TRANSFER,69724.85,C50671778,69724.85,0,C670607251,0,0,1
16502,64,TRANSFER,436317.49,C927898109,436317.49,0,C542075780,0,0,1
16503,9,CASH_OUT,443098.22,C739357492,142,0,C902474572,0,443098.22,0
16504,11,TRANSFER,313418.28,C711446907,313418.28,0,C888769567,0,97980.88,1
16505,330,TRANSFER,1031608.37,C1371377403,1031608.37,0,C1639950711,0,0,1
16506,478,TRANSFER,1624999.73,C506316305,0,0,C968400058,2490814.56,4115814.29,0
16507,282,TRANSFER,205349.19,C1069807180,130757,0,C403082050,0,205349.19,0
16508,153,PAYMENT,3003.91,C1701818246,386,0,M1053636402,0,0,0
16509,621,TRANSFER,6961359.11,C1508375494,6961359.11,0,C1926498951,0,0,1
16510,613,CASH_OUT,2155569.91,C2118037553,2155569.91,0,C1084525983,0,2155569.91,1
16511,45,CASH_OUT,5188875.35,C1564479230,5188875.35,0,C203959811,11465,5020573.28,1
16512,523,CASH_OUT,5999376.79,C2134635077,5999376.79,0,C1893331060,197460.17,6196836.96,1
16513,6,TRANSFER,10224,C365589282,10224,0,C908043384,0,0,1
16514,425,CASH_OUT,462452.87,C1588251640,462452.87,0,C577926946,0,462452.87,1
16515,183,TRANSFER,224378.1,C1246119241,224378.1,0,C1893337612,0,0,1
16516,619,TRANSFER,293470.64,C1051179941,293470.64,0,C1445144451,0,0,1
16517,368,TRANSFER,199414.45,C1842995301,199414.45,0,C1445649140,0,0,1
16518,357,PAYMENT,5346.63,C1644159641,32996,27649.37,M2045253519,0,0,0
16519,329,CASH_OUT,233624.75,C235337476,0,0,C1935506329,5362336.72,5595961.47,0
16520,380,CASH_OUT,80681.73,C227517521,70715,0,C546495530,105337.81,186019.54,0
16521,140,PAYMENT,6989.13,C1024492017,0,0,M99809774,0,0,0
16522,210,TRANSFER,1651948.79,C762854717,1651948.79,0,C1398042532,0,0,1
16523,631,TRANSFER,2391612.36,C1856399120,2391612.36,0,C2129842228,0,0,1
16524,132,PAYMENT,10358.6,C1237688602,1973,0,M1594098716,0,0,0
16525,684,CASH_OUT,168303.36,C1470072286,168303.36,0,C1698955763,372764.3,541067.66,1
16526,42,PAYMENT,14694.13,C1018425168,15108,413.87,M491271364,0,0,0
16527,401,CASH_OUT,19511.35,C956252470,19511.35,0,C1072897246,18785.78,38297.13,1
16528,307,CASH_OUT,347159.12,C864319498,0,0,C430574413,2910519.36,3257678.49,0
16529,600,CASH_OUT,540154.62,C114974611,540154.62,0,C1780714769,533832.92,1073987.54,1
16530,403,TRANSFER,287561.11,C2081147160,125329,0,C1394882135,0,287561.11,0
16531,64,TRANSFER,104957.85,C1844789908,104957.85,0,C2049190094,0,0,1
16532,742,CASH_OUT,1819543.69,C1039979813,1819543.69,0,C2078394828,0,1819543.69,1
16533,139,PAYMENT,32252.3,C677937315,0,0,M1654213169,0,0,0
16534,227,CASH_OUT,46931.72,C1680650918,0,0,C51764685,122896.23,169827.96,0
16535,682,CASH_OUT,64557.77,C1662040818,64557.77,0,C906325227,9899500.06,9964057.83,1
16536,305,CASH_IN,226182.05,C1786413232,9090472.37,9316654.42,C1645001292,402157.22,175975.17,0
16537,639,CASH_OUT,711932.67,C224350249,711932.67,0,C1555994470,20563.09,732495.77,1
16538,583,CASH_OUT,459378.91,C1292819239,459378.91,0,C1301956941,1277879.14,1737258.05,1
16539,379,CASH_OUT,99458.21,C1220506270,99458.21,0,C843527352,425060.84,524519.05,1
16540,402,CASH_OUT,66460.12,C2037651389,3070,0,C2085354749,85609.32,152069.44,0
16541,234,CASH_OUT,120385.1,C499322618,120385.1,0,C1596015733,0,120385.1,1
16542,363,CASH_OUT,6513531.58,C537091000,6513531.58,0,C1919442037,0,6513531.58,1
16543,270,TRANSFER,757422.83,C318040241,757422.83,0,C995250059,0,0,1
16544,719,TRANSFER,366896.03,C1253782028,366896.03,0,C2141598336,0,0,1
16545,399,CASH_IN,40163.16,C28362131,7192671.77,7232834.93,C1052256837,2253501.62,2213338.46,0
16546,66,CASH_OUT,7169129.94,C877157675,7169129.94,0,C357180483,0,7169129.94,1
16547,408,PAYMENT,10712.77,C1307943416,10770,57.23,M1006500157,0,0,0
16548,726,TRANSFER,54584.29,C181783158,54584.29,0,C1857371794,0,0,1
16549,135,CASH_OUT,128417.96,C1400591529,128417.96,0,C1469656123,99429.91,227847.87,1
16550,38,CASH_IN,324462.4,C1223400463,1112,325574.4,C1892155959,0,0,0
16551,368,CASH_OUT,200419.12,C1991181153,200419.12,0,C2069255486,4027748.6,4228167.73,1
16552,742,TRANSFER,303846.74,C959102961,303846.74,0,C114421319,0,0,1
16553,346,CASH_OUT,177619.19,C91071884,39481,0,C473532240,27224.26,204843.45,0
16554,44,CASH_OUT,188463.9,C748793459,0,0,C1127742566,794991.11,983455.01,0
16555,130,PAYMENT,3564.19,C1345993477,0,0,M1697666626,0,0,0
16556,35,CASH_OUT,21793.48,C1321369941,29303,7509.52,C485500846,665599.76,687393.24,0
16557,134,CASH_IN,255039.33,C1670222937,64265,319304.33,C1714931087,395141.79,140102.47,0
16558,543,CASH_OUT,74436.56,C1022475357,74436.56,0,C1086411656,201151.33,275587.89,1
16559,119,CASH_OUT,219630.04,C76995021,0,0,C1551239574,662432.3,882062.35,0
16560,149,CASH_OUT,29832.81,C185736530,29832.81,0,C1020879076,82642.62,112475.43,1
16561,231,PAYMENT,7912.45,C1246538836,0,0,M755150150,0,0,0
16562,572,CASH_OUT,340665.18,C1350659055,340665.18,0,C2055659976,422032.78,762697.96,1
